scrutin_ref,senateur_ref,position
senat-2024-342,20036X,pour
senat-2024-342,08073C,pour
senat-2024-342,08061X,pour
senat-2024-342,21421H,pour
senat-2024-342,08047A,pour
senat-2024-342,21055F,pour
senat-2024-342,14237S,pour
senat-2024-342,21047F,pour
senat-2024-342,14193X,pour
senat-2024-342,19745F,pour
senat-2024-342,20148F,pour
senat-2024-342,20146D,pour
senat-2024-342,19533U,pour
senat-2024-342,21053D,pour
senat-2024-342,20118Y,pour
senat-2024-342,05012A,pour
senat-2024-342,19679N,pour
senat-2024-342,19349W,pour
senat-2024-342,21422J,pour
senat-2024-342,14331P,pour
senat-2024-342,10015M,pour
senat-2024-342,19705W,pour
senat-2024-342,21068L,pour
senat-2024-342,21038E,pour
senat-2024-342,19798U,pour
senat-2024-342,20054A,pour
senat-2024-342,21070E,pour
senat-2024-342,20150Y,pour
senat-2024-342,20020P,pour
senat-2024-342,21064G,pour
senat-2024-342,21036C,pour
senat-2024-342,19619A,pour
senat-2024-342,19421M,pour
senat-2024-342,20044X,pour
senat-2024-342,11043H,pour
senat-2024-342,20098N,pour
senat-2024-342,04045F,pour
senat-2024-342,01058X,pour
senat-2024-342,19703U,pour
senat-2024-342,19713W,pour
senat-2024-342,20062A,pour
senat-2024-342,21095P,pour
senat-2024-342,14275Y,pour
senat-2024-342,19301E,pour
senat-2024-342,21061D,pour
senat-2024-342,01034P,pour
senat-2024-342,20026V,pour
senat-2024-342,19749K,pour
senat-2024-342,19479G,pour
senat-2024-342,20122U,pour
senat-2024-342,20058E,pour
senat-2024-342,21416L,pour
senat-2024-342,14173T,pour
senat-2024-342,21076L,pour
senat-2024-342,19585H,pour
senat-2024-342,19760E,contre
senat-2024-342,19631V,contre
senat-2024-342,20112S,contre
senat-2024-342,21084L,contre
senat-2024-342,21460Q,contre
senat-2024-342,21035B,contre
senat-2024-342,20110Q,contre
senat-2024-342,20116W,contre
senat-2024-342,21048G,contre
senat-2024-342,20094J,contre
senat-2024-342,08060W,contre
senat-2024-342,20088L,contre
senat-2024-342,20114U,contre
senat-2024-342,21404G,contre
senat-2024-342,20080C,contre
senat-2024-342,21088Q,contre
senat-2024-342,21089R,contre
senat-2024-342,19758L,contre
senat-2024-342,14207L,contre
senat-2024-342,21045D,contre
senat-2024-342,20060X,contre
senat-2024-342,12028B,contre
senat-2024-342,19629C,contre
senat-2024-342,21057H,contre
senat-2024-342,20264J,contre
senat-2024-342,19295A,contre
senat-2024-342,11027H,contre
senat-2024-342,21034A,contre
senat-2024-342,19681G,contre
senat-2024-342,20070A,contre
senat-2024-342,11056N,contre
senat-2024-342,18395Y,contre
senat-2024-342,11065P,contre
senat-2024-342,21067K,contre
senat-2024-342,19251M,contre
senat-2024-342,20134Y,contre
senat-2024-342,14151M,contre
senat-2024-342,11074Q,contre
senat-2024-342,11110B,contre
senat-2024-342,21062E,contre
senat-2024-342,19647E,contre
senat-2024-342,14281W,contre
senat-2024-342,20100N,contre
senat-2024-342,08045X,contre
senat-2024-342,19695N,contre
senat-2024-342,19820Y,contre
senat-2024-342,19347U,contre
senat-2024-342,19565D,contre
senat-2024-342,21066J,contre
senat-2024-342,21092L,contre
senat-2024-342,20072C,contre
senat-2024-342,19725B,contre
senat-2024-342,19551W,contre
senat-2024-342,21093M,contre
senat-2024-342,14121F,contre
senat-2024-342,19531S,contre
senat-2024-342,19683J,contre
senat-2024-342,14097Y,contre
senat-2024-342,14241N,contre
senat-2024-342,14021P,contre
senat-2024-342,19489J,contre
senat-2024-342,19649G,contre
senat-2024-342,20102Q,contre
senat-2024-342,18193Q,contre
senat-2024-342,18207D,contre
senat-2024-342,08012N,contre
senat-2024-342,17779H,contre
senat-2024-342,12016W,contre
senat-2024-342,20142Y,contre
senat-2024-342,21075K,contre
senat-2024-342,14001X,contre
senat-2024-342,21073H,contre
senat-2024-342,20028X,contre
senat-2024-342,20018V,contre
senat-2024-342,14109K,contre
senat-2024-342,14257W,contre
senat-2024-342,18231D,contre
senat-2024-342,21037D,contre
senat-2024-342,19331L,contre
senat-2024-342,21060C,contre
senat-2024-342,19593H,contre
senat-2024-342,19866P,contre
senat-2024-342,20030R,contre
senat-2024-342,20130U,contre
senat-2024-342,17965H,contre
senat-2024-342,14225N,contre
senat-2024-342,20082E,contre
senat-2024-342,21056G,contre
senat-2024-342,21059K,contre
senat-2024-342,11045K,contre
senat-2024-342,14107H,contre
senat-2024-342,20092G,contre
senat-2024-342,19687N,contre
senat-2024-342,21079P,contre
senat-2024-342,21049H,contre
senat-2024-342,21094N,contre
senat-2024-342,20084G,contre
senat-2024-342,19669L,contre
senat-2024-342,19413M,contre
senat-2024-342,21051B,contre
senat-2024-342,20064C,contre
senat-2024-342,20046A,contre
senat-2024-342,21031W,contre
senat-2024-342,20266L,contre
senat-2024-342,21082J,contre
senat-2024-342,21030V,contre
senat-2024-342,21077M,contre
senat-2024-342,21419P,abstention
senat-2024-342,21041Y,abstention
senat-2024-342,20132W,abstention
senat-2024-342,19387D,abstention
senat-2024-342,19553Y,abstention
senat-2024-342,20106U,abstention
senat-2024-342,21078N,abstention
senat-2024-342,21040X,abstention
senat-2024-342,21461R,abstention
senat-2024-342,86034E,nonVotant
senat-2024-342,14229S,nonVotant
senat-2024-342,21074J,nonVotant
senat-2024-342,11064N,nonVotant
senat-2024-342,21085M,nonVotant
senat-2024-342,14055N,nonVotant
senat-2024-342,21069M,nonVotant
senat-2024-343,21071F,pour
senat-2024-343,14133K,pour
senat-2024-343,20032T,pour
senat-2024-343,21042A,pour
senat-2024-343,14189C,pour
senat-2024-343,20076G,pour
senat-2024-343,19667J,pour
senat-2024-343,20024T,pour
senat-2024-343,21125C,pour
senat-2024-343,20022R,pour
senat-2024-343,19954N,pour
senat-2024-343,19575F,pour
senat-2024-343,14030Q,pour
senat-2024-343,21043B,pour
senat-2024-343,17367Q,pour
senat-2024-343,20086J,pour
senat-2024-343,21050A,pour
senat-2024-343,19367Y,pour
senat-2024-343,14069U,pour
senat-2024-343,20042V,pour
senat-2024-343,20078J,pour
senat-2024-343,20138D,pour
senat-2024-343,14105F,pour
senat-2024-343,21046E,pour
senat-2024-343,19383Y,pour
senat-2024-343,17737W,pour
senat-2024-343,21052C,pour
senat-2024-343,19621T,pour
senat-2024-343,21063F,pour
senat-2024-343,19782L,pour
senat-2024-343,20090E,pour
senat-2024-343,21096Q,pour
senat-2024-343,20104S,pour
senat-2024-343,14255U,pour
senat-2024-343,21083K,pour
senat-2024-343,04042C,pour
senat-2024-343,14053L,pour
senat-2024-343,14083S,pour
senat-2024-343,11053K,pour
senat-2024-343,19545Y,pour
senat-2024-343,21090J,pour
senat-2024-343,19721W,pour
senat-2024-343,19057M,pour
senat-2024-343,14329V,pour
senat-2024-343,14038Y,pour
senat-2024-343,14195A,pour
senat-2024-343,08028W,pour
senat-2024-343,20144B,pour
senat-2024-343,21065H,pour
senat-2024-343,18083K,pour
senat-2024-343,19701S,pour
senat-2024-343,14267Y,pour
senat-2024-343,21072G,pour
senat-2024-343,21419P,pour
senat-2024-343,11115U,pour
senat-2024-343,14357A,pour
senat-2024-343,19693L,pour
senat-2024-343,14259Y,pour
senat-2024-343,04008A,pour
senat-2024-343,11070L,pour
senat-2024-343,14327T,pour
senat-2024-343,21470S,pour
senat-2024-343,20140W,pour
senat-2024-343,17229F,pour
senat-2024-343,14217N,pour
senat-2024-343,20248J,pour
senat-2024-343,15197G,pour
senat-2024-343,14215L,pour
senat-2024-343,14042U,pour
senat-2024-343,20124W,pour
senat-2024-343,20040T,pour
senat-2024-343,07033P,pour
senat-2024-343,20074E,pour
senat-2024-343,21423K,pour
senat-2024-343,19507S,pour
senat-2024-343,14249W,pour
senat-2024-343,14187A,pour
senat-2024-343,19673G,pour
senat-2024-343,21091K,pour
senat-2024-343,21086N,pour
senat-2024-343,20038A,pour
senat-2024-343,20132W,pour
senat-2024-343,19111A,pour
senat-2024-343,17023S,pour
senat-2024-343,21033Y,pour
senat-2024-343,08018U,pour
senat-2024-343,20286Q,pour
senat-2024-343,20172F,pour
senat-2024-343,20120S,pour
senat-2024-343,14355X,pour
senat-2024-343,20180F,pour
senat-2024-343,07004J,pour
senat-2024-343,08056B,pour
senat-2024-343,14211G,pour
senat-2024-343,14033T,pour
senat-2024-343,14123H,pour
senat-2024-343,14026U,pour
senat-2024-343,20068G,pour
senat-2024-343,19691J,pour
senat-2024-343,19553Y,pour
senat-2024-343,20128B,pour
senat-2024-343,19569H,pour
senat-2024-343,14179A,pour
senat-2024-343,19685L,pour
senat-2024-343,20048C,pour
senat-2024-343,08069G,pour
senat-2024-343,21415K,pour
senat-2024-343,19399H,pour
senat-2024-343,11048N,pour
senat-2024-343,21424L,pour
senat-2024-343,19591F,pour
senat-2024-343,14213J,pour
senat-2024-343,20066E,pour
senat-2024-343,20034V,pour
senat-2024-343,21044C,pour
senat-2024-343,20056C,pour
senat-2024-343,19447X,pour
senat-2024-343,95041E,pour
senat-2024-343,99004R,pour
senat-2024-343,14073Q,pour
senat-2024-343,21081H,pour
senat-2024-343,20126Y,pour
senat-2024-343,20016T,pour
senat-2024-343,19735D,pour
senat-2024-343,19611R,pour
senat-2024-343,07029T,pour
senat-2024-343,19723Y,pour
senat-2024-343,19699S,pour
senat-2024-343,08015R,pour
senat-2024-343,19711U,pour
senat-2024-343,08010L,pour
senat-2024-343,08034U,pour
senat-2024-343,19709B,pour
senat-2024-343,14037X,pour
senat-2024-343,21087P,pour
senat-2024-343,19729F,pour
senat-2024-343,20108W,pour
senat-2024-343,20052X,pour
senat-2024-343,19697Q,pour
senat-2024-343,14205J,pour
senat-2024-343,14219Q,pour
senat-2024-343,14059S,pour
senat-2024-343,21054E,pour
senat-2024-343,19657G,pour
senat-2024-343,14251Q,pour
senat-2024-343,14031R,pour
senat-2024-343,14111D,pour
senat-2024-343,21486B,pour
senat-2024-343,11085T,pour
senat-2024-343,19826F,pour
senat-2024-343,21058J,pour
senat-2024-343,08009T,pour
senat-2024-343,14221J,pour
senat-2024-343,20252E,pour
senat-2024-343,19563B,pour
senat-2024-343,14147R,pour
senat-2024-343,21080G,pour
senat-2024-343,14223L,pour
senat-2024-343,04092N,pour
senat-2024-343,19335Q,pour
senat-2024-343,08011M,pour
senat-2024-343,04070G,pour
senat-2024-343,14071N,pour
senat-2024-343,20096L,pour
senat-2024-343,21097R,pour
senat-2024-343,21029D,pour
senat-2024-343,21039F,pour
senat-2024-343,14169X,pour
senat-2024-343,19768N,pour
senat-2024-343,14253S,pour
senat-2024-343,19573D,pour
senat-2024-343,14191V,pour
senat-2024-343,20050V,pour
senat-2024-343,20036X,pour
senat-2024-343,08073C,pour
senat-2024-343,08061X,pour
senat-2024-343,21421H,pour
senat-2024-343,08047A,pour
senat-2024-343,21055F,pour
senat-2024-343,14237S,pour
senat-2024-343,21047F,pour
senat-2024-343,14193X,pour
senat-2024-343,19745F,pour
senat-2024-343,20148F,pour
senat-2024-343,20146D,pour
senat-2024-343,19533U,pour
senat-2024-343,21053D,pour
senat-2024-343,20118Y,pour
senat-2024-343,05012A,pour
senat-2024-343,19679N,pour
senat-2024-343,19349W,pour
senat-2024-343,21422J,pour
senat-2024-343,14331P,pour
senat-2024-343,10015M,pour
senat-2024-343,19705W,pour
senat-2024-343,21068L,pour
senat-2024-343,21038E,pour
senat-2024-343,19798U,pour
senat-2024-343,20054A,pour
senat-2024-343,21070E,pour
senat-2024-343,20150Y,pour
senat-2024-343,20020P,pour
senat-2024-343,21064G,pour
senat-2024-343,21036C,pour
senat-2024-343,19619A,pour
senat-2024-343,19421M,pour
senat-2024-343,20044X,pour
senat-2024-343,11043H,pour
senat-2024-343,20098N,pour
senat-2024-343,04045F,pour
senat-2024-343,01058X,pour
senat-2024-343,19703U,pour
senat-2024-343,19713W,pour
senat-2024-343,20062A,pour
senat-2024-343,21095P,pour
senat-2024-343,14275Y,pour
senat-2024-343,19301E,pour
senat-2024-343,21061D,pour
senat-2024-343,01034P,pour
senat-2024-343,20026V,pour
senat-2024-343,19749K,pour
senat-2024-343,19479G,pour
senat-2024-343,20122U,pour
senat-2024-343,20058E,pour
senat-2024-343,21416L,pour
senat-2024-343,14173T,pour
senat-2024-343,21076L,pour
senat-2024-343,19585H,pour
senat-2024-343,19760E,contre
senat-2024-343,19631V,contre
senat-2024-343,20112S,contre
senat-2024-343,21084L,contre
senat-2024-343,21460Q,contre
senat-2024-343,21035B,contre
senat-2024-343,20110Q,contre
senat-2024-343,20116W,contre
senat-2024-343,21048G,contre
senat-2024-343,20094J,contre
senat-2024-343,08060W,contre
senat-2024-343,20088L,contre
senat-2024-343,20114U,contre
senat-2024-343,21404G,contre
senat-2024-343,20080C,contre
senat-2024-343,21088Q,contre
senat-2024-343,21089R,contre
senat-2024-343,19758L,contre
senat-2024-343,14207L,contre
senat-2024-343,21045D,contre
senat-2024-343,20060X,contre
senat-2024-343,12028B,contre
senat-2024-343,19629C,contre
senat-2024-343,21057H,contre
senat-2024-343,20264J,contre
senat-2024-343,19295A,contre
senat-2024-343,11027H,contre
senat-2024-343,21034A,contre
senat-2024-343,19681G,contre
senat-2024-343,20070A,contre
senat-2024-343,11056N,contre
senat-2024-343,18395Y,contre
senat-2024-343,11065P,contre
senat-2024-343,21067K,contre
senat-2024-343,21041Y,contre
senat-2024-343,19251M,contre
senat-2024-343,20134Y,contre
senat-2024-343,14151M,contre
senat-2024-343,11074Q,contre
senat-2024-343,11110B,contre
senat-2024-343,21062E,contre
senat-2024-343,19647E,contre
senat-2024-343,14281W,contre
senat-2024-343,20100N,contre
senat-2024-343,08045X,contre
senat-2024-343,19695N,contre
senat-2024-343,19820Y,contre
senat-2024-343,19387D,contre
senat-2024-343,19347U,contre
senat-2024-343,19565D,contre
senat-2024-343,21066J,contre
senat-2024-343,21092L,contre
senat-2024-343,20072C,contre
senat-2024-343,19725B,contre
senat-2024-343,19551W,contre
senat-2024-343,21093M,contre
senat-2024-343,14121F,contre
senat-2024-343,19531S,contre
senat-2024-343,19683J,contre
senat-2024-343,14097Y,contre
senat-2024-343,14241N,contre
senat-2024-343,14021P,contre
senat-2024-343,19489J,contre
senat-2024-343,19649G,contre
senat-2024-343,20102Q,contre
senat-2024-343,21078N,contre
senat-2024-343,18193Q,contre
senat-2024-343,18207D,contre
senat-2024-343,08012N,contre
senat-2024-343,17779H,contre
senat-2024-343,12016W,contre
senat-2024-343,20142Y,contre
senat-2024-343,21075K,contre
senat-2024-343,14001X,contre
senat-2024-343,21040X,contre
senat-2024-343,21073H,contre
senat-2024-343,20028X,contre
senat-2024-343,20018V,contre
senat-2024-343,14109K,contre
senat-2024-343,14257W,contre
senat-2024-343,18231D,contre
senat-2024-343,21037D,contre
senat-2024-343,19331L,contre
senat-2024-343,21060C,contre
senat-2024-343,19593H,contre
senat-2024-343,19866P,contre
senat-2024-343,20030R,contre
senat-2024-343,20130U,contre
senat-2024-343,17965H,contre
senat-2024-343,14225N,contre
senat-2024-343,20082E,contre
senat-2024-343,21056G,contre
senat-2024-343,21059K,contre
senat-2024-343,11045K,contre
senat-2024-343,14107H,contre
senat-2024-343,21461R,contre
senat-2024-343,20092G,contre
senat-2024-343,19687N,contre
senat-2024-343,21079P,contre
senat-2024-343,21049H,contre
senat-2024-343,21094N,contre
senat-2024-343,20084G,contre
senat-2024-343,19669L,contre
senat-2024-343,19413M,contre
senat-2024-343,21051B,contre
senat-2024-343,20064C,contre
senat-2024-343,20046A,contre
senat-2024-343,21031W,contre
senat-2024-343,20266L,contre
senat-2024-343,21082J,contre
senat-2024-343,21030V,contre
senat-2024-343,21077M,contre
senat-2024-343,20106U,abstention
senat-2024-343,86034E,nonVotant
senat-2024-343,14229S,nonVotant
senat-2024-343,21074J,nonVotant
senat-2024-343,11064N,nonVotant
senat-2024-343,21085M,nonVotant
senat-2024-343,14055N,nonVotant
senat-2024-343,21069M,nonVotant
senat-2024-344,21071F,pour
senat-2024-344,14133K,pour
senat-2024-344,20032T,pour
senat-2024-344,21042A,pour
senat-2024-344,14189C,pour
senat-2024-344,20076G,pour
senat-2024-344,19667J,pour
senat-2024-344,20024T,pour
senat-2024-344,21125C,pour
senat-2024-344,20022R,pour
senat-2024-344,19954N,pour
senat-2024-344,19575F,pour
senat-2024-344,20116W,pour
senat-2024-344,14030Q,pour
senat-2024-344,21043B,pour
senat-2024-344,17367Q,pour
senat-2024-344,20086J,pour
senat-2024-344,21050A,pour
senat-2024-344,19367Y,pour
senat-2024-344,14069U,pour
senat-2024-344,20042V,pour
senat-2024-344,20078J,pour
senat-2024-344,20138D,pour
senat-2024-344,14105F,pour
senat-2024-344,21046E,pour
senat-2024-344,19383Y,pour
senat-2024-344,17737W,pour
senat-2024-344,21052C,pour
senat-2024-344,21404G,pour
senat-2024-344,19621T,pour
senat-2024-344,21063F,pour
senat-2024-344,19782L,pour
senat-2024-344,20090E,pour
senat-2024-344,21096Q,pour
senat-2024-344,14207L,pour
senat-2024-344,20104S,pour
senat-2024-344,14255U,pour
senat-2024-344,21083K,pour
senat-2024-344,04042C,pour
senat-2024-344,14053L,pour
senat-2024-344,14083S,pour
senat-2024-344,11053K,pour
senat-2024-344,19545Y,pour
senat-2024-344,19629C,pour
senat-2024-344,21090J,pour
senat-2024-344,19721W,pour
senat-2024-344,19057M,pour
senat-2024-344,14329V,pour
senat-2024-344,14038Y,pour
senat-2024-344,14195A,pour
senat-2024-344,08028W,pour
senat-2024-344,20144B,pour
senat-2024-344,21065H,pour
senat-2024-344,18083K,pour
senat-2024-344,19701S,pour
senat-2024-344,14267Y,pour
senat-2024-344,21072G,pour
senat-2024-344,21419P,pour
senat-2024-344,11115U,pour
senat-2024-344,14357A,pour
senat-2024-344,19693L,pour
senat-2024-344,14259Y,pour
senat-2024-344,21041Y,pour
senat-2024-344,04008A,pour
senat-2024-344,11070L,pour
senat-2024-344,14327T,pour
senat-2024-344,21470S,pour
senat-2024-344,20140W,pour
senat-2024-344,17229F,pour
senat-2024-344,14217N,pour
senat-2024-344,20248J,pour
senat-2024-344,15197G,pour
senat-2024-344,14215L,pour
senat-2024-344,14042U,pour
senat-2024-344,20124W,pour
senat-2024-344,20040T,pour
senat-2024-344,07033P,pour
senat-2024-344,20074E,pour
senat-2024-344,21423K,pour
senat-2024-344,19507S,pour
senat-2024-344,14249W,pour
senat-2024-344,14187A,pour
senat-2024-344,19673G,pour
senat-2024-344,21091K,pour
senat-2024-344,21086N,pour
senat-2024-344,20038A,pour
senat-2024-344,20132W,pour
senat-2024-344,19111A,pour
senat-2024-344,17023S,pour
senat-2024-344,21033Y,pour
senat-2024-344,08018U,pour
senat-2024-344,20286Q,pour
senat-2024-344,20172F,pour
senat-2024-344,20120S,pour
senat-2024-344,14355X,pour
senat-2024-344,19387D,pour
senat-2024-344,20180F,pour
senat-2024-344,07004J,pour
senat-2024-344,08056B,pour
senat-2024-344,14211G,pour
senat-2024-344,14033T,pour
senat-2024-344,14123H,pour
senat-2024-344,21066J,pour
senat-2024-344,14026U,pour
senat-2024-344,20068G,pour
senat-2024-344,19691J,pour
senat-2024-344,19553Y,pour
senat-2024-344,20072C,pour
senat-2024-344,20106U,pour
senat-2024-344,20128B,pour
senat-2024-344,19569H,pour
senat-2024-344,14179A,pour
senat-2024-344,19685L,pour
senat-2024-344,20048C,pour
senat-2024-344,08069G,pour
senat-2024-344,21415K,pour
senat-2024-344,19399H,pour
senat-2024-344,11048N,pour
senat-2024-344,21424L,pour
senat-2024-344,19591F,pour
senat-2024-344,14213J,pour
senat-2024-344,20066E,pour
senat-2024-344,20034V,pour
senat-2024-344,21044C,pour
senat-2024-344,20056C,pour
senat-2024-344,19447X,pour
senat-2024-344,14241N,pour
senat-2024-344,95041E,pour
senat-2024-344,99004R,pour
senat-2024-344,14073Q,pour
senat-2024-344,21081H,pour
senat-2024-344,20126Y,pour
senat-2024-344,20016T,pour
senat-2024-344,19735D,pour
senat-2024-344,19611R,pour
senat-2024-344,07029T,pour
senat-2024-344,21078N,pour
senat-2024-344,19723Y,pour
senat-2024-344,19699S,pour
senat-2024-344,08015R,pour
senat-2024-344,19711U,pour
senat-2024-344,08010L,pour
senat-2024-344,08034U,pour
senat-2024-344,19709B,pour
senat-2024-344,14037X,pour
senat-2024-344,21087P,pour
senat-2024-344,19729F,pour
senat-2024-344,20108W,pour
senat-2024-344,20052X,pour
senat-2024-344,19697Q,pour
senat-2024-344,14205J,pour
senat-2024-344,14219Q,pour
senat-2024-344,14059S,pour
senat-2024-344,21054E,pour
senat-2024-344,19657G,pour
senat-2024-344,14251Q,pour
senat-2024-344,14031R,pour
senat-2024-344,14111D,pour
senat-2024-344,21486B,pour
senat-2024-344,11085T,pour
senat-2024-344,19826F,pour
senat-2024-344,21058J,pour
senat-2024-344,21040X,pour
senat-2024-344,08009T,pour
senat-2024-344,14221J,pour
senat-2024-344,20252E,pour
senat-2024-344,19563B,pour
senat-2024-344,14147R,pour
senat-2024-344,21080G,pour
senat-2024-344,14223L,pour
senat-2024-344,04092N,pour
senat-2024-344,19335Q,pour
senat-2024-344,08011M,pour
senat-2024-344,04070G,pour
senat-2024-344,14071N,pour
senat-2024-344,20096L,pour
senat-2024-344,21097R,pour
senat-2024-344,21029D,pour
senat-2024-344,21039F,pour
senat-2024-344,14169X,pour
senat-2024-344,19768N,pour
senat-2024-344,14253S,pour
senat-2024-344,19573D,pour
senat-2024-344,19866P,pour
senat-2024-344,14191V,pour
senat-2024-344,20050V,pour
senat-2024-344,20036X,pour
senat-2024-344,08073C,pour
senat-2024-344,08061X,pour
senat-2024-344,21421H,pour
senat-2024-344,08047A,pour
senat-2024-344,21055F,pour
senat-2024-344,14237S,pour
senat-2024-344,21047F,pour
senat-2024-344,14193X,pour
senat-2024-344,19745F,pour
senat-2024-344,20148F,pour
senat-2024-344,20146D,pour
senat-2024-344,19533U,pour
senat-2024-344,21053D,pour
senat-2024-344,20118Y,pour
senat-2024-344,05012A,pour
senat-2024-344,19679N,pour
senat-2024-344,19349W,pour
senat-2024-344,21422J,pour
senat-2024-344,14331P,pour
senat-2024-344,10015M,pour
senat-2024-344,19705W,pour
senat-2024-344,21068L,pour
senat-2024-344,21038E,pour
senat-2024-344,19798U,pour
senat-2024-344,20054A,pour
senat-2024-344,21070E,pour
senat-2024-344,20150Y,pour
senat-2024-344,20020P,pour
senat-2024-344,21064G,pour
senat-2024-344,14107H,pour
senat-2024-344,21461R,pour
senat-2024-344,21036C,pour
senat-2024-344,19619A,pour
senat-2024-344,19421M,pour
senat-2024-344,20044X,pour
senat-2024-344,11043H,pour
senat-2024-344,20098N,pour
senat-2024-344,04045F,pour
senat-2024-344,01058X,pour
senat-2024-344,19703U,pour
senat-2024-344,19713W,pour
senat-2024-344,20062A,pour
senat-2024-344,21095P,pour
senat-2024-344,14275Y,pour
senat-2024-344,19301E,pour
senat-2024-344,21061D,pour
senat-2024-344,01034P,pour
senat-2024-344,20026V,pour
senat-2024-344,19749K,pour
senat-2024-344,19479G,pour
senat-2024-344,20122U,pour
senat-2024-344,20058E,pour
senat-2024-344,21416L,pour
senat-2024-344,14173T,pour
senat-2024-344,21076L,pour
senat-2024-344,19585H,pour
senat-2024-344,19760E,abstention
senat-2024-344,19631V,abstention
senat-2024-344,20112S,abstention
senat-2024-344,21084L,abstention
senat-2024-344,21460Q,abstention
senat-2024-344,21035B,abstention
senat-2024-344,20110Q,abstention
senat-2024-344,21048G,abstention
senat-2024-344,20094J,abstention
senat-2024-344,08060W,abstention
senat-2024-344,20088L,abstention
senat-2024-344,20114U,abstention
senat-2024-344,20080C,abstention
senat-2024-344,21088Q,abstention
senat-2024-344,21089R,abstention
senat-2024-344,19758L,abstention
senat-2024-344,21045D,abstention
senat-2024-344,20060X,abstention
senat-2024-344,12028B,abstention
senat-2024-344,21057H,abstention
senat-2024-344,20264J,abstention
senat-2024-344,19295A,abstention
senat-2024-344,11027H,abstention
senat-2024-344,21034A,abstention
senat-2024-344,19681G,abstention
senat-2024-344,20070A,abstention
senat-2024-344,11056N,abstention
senat-2024-344,18395Y,abstention
senat-2024-344,11065P,abstention
senat-2024-344,21067K,abstention
senat-2024-344,19251M,abstention
senat-2024-344,20134Y,abstention
senat-2024-344,14151M,abstention
senat-2024-344,11074Q,abstention
senat-2024-344,11110B,abstention
senat-2024-344,21062E,abstention
senat-2024-344,19647E,abstention
senat-2024-344,14281W,abstention
senat-2024-344,20100N,abstention
senat-2024-344,08045X,abstention
senat-2024-344,19695N,abstention
senat-2024-344,19820Y,abstention
senat-2024-344,19347U,abstention
senat-2024-344,19565D,abstention
senat-2024-344,21092L,abstention
senat-2024-344,19725B,abstention
senat-2024-344,19551W,abstention
senat-2024-344,21093M,abstention
senat-2024-344,14121F,abstention
senat-2024-344,19531S,abstention
senat-2024-344,19683J,abstention
senat-2024-344,14097Y,abstention
senat-2024-344,14021P,abstention
senat-2024-344,19489J,abstention
senat-2024-344,19649G,abstention
senat-2024-344,20102Q,abstention
senat-2024-344,18193Q,abstention
senat-2024-344,18207D,abstention
senat-2024-344,08012N,abstention
senat-2024-344,17779H,abstention
senat-2024-344,12016W,abstention
senat-2024-344,20142Y,abstention
senat-2024-344,21075K,abstention
senat-2024-344,14001X,abstention
senat-2024-344,21073H,abstention
senat-2024-344,20028X,abstention
senat-2024-344,20018V,abstention
senat-2024-344,14109K,abstention
senat-2024-344,14257W,abstention
senat-2024-344,18231D,abstention
senat-2024-344,21037D,abstention
senat-2024-344,19331L,abstention
senat-2024-344,21060C,abstention
senat-2024-344,19593H,abstention
senat-2024-344,20030R,abstention
senat-2024-344,20130U,abstention
senat-2024-344,17965H,abstention
senat-2024-344,14225N,abstention
senat-2024-344,20082E,abstention
senat-2024-344,21056G,abstention
senat-2024-344,21059K,abstention
senat-2024-344,11045K,abstention
senat-2024-344,20092G,abstention
senat-2024-344,19687N,abstention
senat-2024-344,21079P,abstention
senat-2024-344,21049H,abstention
senat-2024-344,21094N,abstention
senat-2024-344,20084G,abstention
senat-2024-344,19669L,abstention
senat-2024-344,19413M,abstention
senat-2024-344,21051B,abstention
senat-2024-344,20064C,abstention
senat-2024-344,20046A,abstention
senat-2024-344,21031W,abstention
senat-2024-344,20266L,abstention
senat-2024-344,21082J,abstention
senat-2024-344,21030V,abstention
senat-2024-344,21077M,abstention
senat-2024-344,86034E,nonVotant
senat-2024-344,14229S,nonVotant
senat-2024-344,21074J,nonVotant
senat-2024-344,11064N,nonVotant
senat-2024-344,21085M,nonVotant
senat-2024-344,14055N,nonVotant
senat-2024-344,21069M,nonVotant
senat-2024-345,08069G,pour
senat-2024-345,19447X,pour
senat-2024-345,19533U,pour
senat-2024-345,21071F,contre
senat-2024-345,14133K,contre
senat-2024-345,20032T,contre
senat-2024-345,21042A,contre
senat-2024-345,14189C,contre
senat-2024-345,20076G,contre
senat-2024-345,19667J,contre
senat-2024-345,20024T,contre
senat-2024-345,21125C,contre
senat-2024-345,20022R,contre
senat-2024-345,19954N,contre
senat-2024-345,20110Q,contre
senat-2024-345,19575F,contre
senat-2024-345,14030Q,contre
senat-2024-345,21043B,contre
senat-2024-345,17367Q,contre
senat-2024-345,21048G,contre
senat-2024-345,20086J,contre
senat-2024-345,21050A,contre
senat-2024-345,19367Y,contre
senat-2024-345,14069U,contre
senat-2024-345,20042V,contre
senat-2024-345,20078J,contre
senat-2024-345,20138D,contre
senat-2024-345,14105F,contre
senat-2024-345,19383Y,contre
senat-2024-345,17737W,contre
senat-2024-345,19621T,contre
senat-2024-345,21063F,contre
senat-2024-345,19782L,contre
senat-2024-345,20090E,contre
senat-2024-345,21096Q,contre
senat-2024-345,20104S,contre
senat-2024-345,14255U,contre
senat-2024-345,21083K,contre
senat-2024-345,04042C,contre
senat-2024-345,14053L,contre
